year,CCCma_CanESM5_r1i1p1f1_esm-ssp585,CCCma_CanESM5_r2i1p1f1_esm-ssp585,CCCma_CanESM5_r3i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r1i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r2i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r3i1p1f1_esm-ssp585,CCCma_CanESM5_r1i1p1f1_esm-hist,CCCma_CanESM5_r2i1p1f1_esm-hist,CCCma_CanESM5_r3i1p1f1_esm-hist,CCCma_CanESM5_r4i1p1f1_esm-hist,CCCma_CanESM5_r5i1p1f1_esm-hist,CCCma_CanESM5_r10i1p1f1_historical,CCCma_CanESM5_r11i1p1f1_historical,CCCma_CanESM5_r12i1p1f1_historical,CCCma_CanESM5_r13i1p1f1_historical,CCCma_CanESM5_r14i1p1f1_historical,CCCma_CanESM5_r15i1p1f1_historical,CCCma_CanESM5_r16i1p1f1_historical,CCCma_CanESM5_r17i1p1f1_historical,CCCma_CanESM5_r18i1p1f1_historical,CCCma_CanESM5_r19i1p1f1_historical,CCCma_CanESM5_r1i1p1f1_historical,CCCma_CanESM5_r1i1p2f1_historical,CCCma_CanESM5_r20i1p1f1_historical,CCCma_CanESM5_r21i1p1f1_historical,CCCma_CanESM5_r22i1p1f1_historical,CCCma_CanESM5_r23i1p1f1_historical,CCCma_CanESM5_r24i1p1f1_historical,CCCma_CanESM5_r25i1p1f1_historical,CCCma_CanESM5_r2i1p1f1_historical,CCCma_CanESM5_r2i1p2f1_historical,CCCma_CanESM5_r3i1p1f1_historical,CCCma_CanESM5_r3i1p2f1_historical,CCCma_CanESM5_r4i1p1f1_historical,CCCma_CanESM5_r4i1p2f1_historical,CCCma_CanESM5_r5i1p1f1_historical,CCCma_CanESM5_r6i1p1f1_historical,CCCma_CanESM5_r6i1p2f1_historical,CCCma_CanESM5_r7i1p1f1_historical,CCCma_CanESM5_r7i1p2f1_historical,CCCma_CanESM5_r8i1p1f1_historical,CCCma_CanESM5_r8i1p2f1_historical,CCCma_CanESM5_r9i1p1f1_historical,CNRM-CERFACS_CNRM-ESM2-1_r1i1p1f2_esm-hist,CNRM-CERFACS_CNRM-ESM2-1_r1i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r2i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r3i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r4i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r5i1p1f2_historical,IPSL_IPSL-CM6A-LR_r10i1p1f1_historical,IPSL_IPSL-CM6A-LR_r11i1p1f1_historical,IPSL_IPSL-CM6A-LR_r12i1p1f1_historical,IPSL_IPSL-CM6A-LR_r13i1p1f1_historical,IPSL_IPSL-CM6A-LR_r14i1p1f1_historical,IPSL_IPSL-CM6A-LR_r15i1p1f1_historical,IPSL_IPSL-CM6A-LR_r16i1p1f1_historical,IPSL_IPSL-CM6A-LR_r17i1p1f1_historical,IPSL_IPSL-CM6A-LR_r18i1p1f1_historical,IPSL_IPSL-CM6A-LR_r19i1p1f1_historical,IPSL_IPSL-CM6A-LR_r1i1p1f1_historical,IPSL_IPSL-CM6A-LR_r20i1p1f1_historical,IPSL_IPSL-CM6A-LR_r21i1p1f1_historical,IPSL_IPSL-CM6A-LR_r22i1p1f1_historical,IPSL_IPSL-CM6A-LR_r23i1p1f1_historical,IPSL_IPSL-CM6A-LR_r24i1p1f1_historical,IPSL_IPSL-CM6A-LR_r25i1p1f1_historical,IPSL_IPSL-CM6A-LR_r26i1p1f1_historical,IPSL_IPSL-CM6A-LR_r27i1p1f1_historical,IPSL_IPSL-CM6A-LR_r28i1p1f1_historical,IPSL_IPSL-CM6A-LR_r29i1p1f1_historical,IPSL_IPSL-CM6A-LR_r2i1p1f1_historical,IPSL_IPSL-CM6A-LR_r30i1p1f1_historical,IPSL_IPSL-CM6A-LR_r31i1p1f1_historical,IPSL_IPSL-CM6A-LR_r3i1p1f1_historical,IPSL_IPSL-CM6A-LR_r4i1p1f1_historical,IPSL_IPSL-CM6A-LR_r5i1p1f1_historical,IPSL_IPSL-CM6A-LR_r6i1p1f1_historical,IPSL_IPSL-CM6A-LR_r7i1p1f1_historical,IPSL_IPSL-CM6A-LR_r8i1p1f1_historical,IPSL_IPSL-CM6A-LR_r9i1p1f1_historical,MIROC_MIROC-ES2L_r1i1p1f2_historical,MIROC_MIROC-ES2L_r2i1p1f2_historical,MIROC_MIROC-ES2L_r3i1p1f2_historical,MOHC_UKESM1-0-LL_r1i1p1f2_historical,MOHC_UKESM1-0-LL_r2i1p1f2_historical,MOHC_UKESM1-0-LL_r3i1p1f2_historical,MOHC_UKESM1-0-LL_r4i1p1f2_historical,MOHC_UKESM1-0-LL_r8i1p1f2_historical,NCAR_CESM2-WACCM_r1i1p1f1_historical,NCAR_CESM2-WACCM_r2i1p1f1_historical,NCAR_CESM2-WACCM_r3i1p1f1_historical,NCAR_CESM2_r10i1p1f1_historical,NCAR_CESM2_r11i1p1f1_historical,NCAR_CESM2_r1i1p1f1_historical,NCAR_CESM2_r2i1p1f1_historical,NCAR_CESM2_r3i1p1f1_historical,NCAR_CESM2_r4i1p1f1_historical,NCAR_CESM2_r5i1p1f1_historical,NCAR_CESM2_r6i1p1f1_historical,NCAR_CESM2_r7i1p1f1_historical,NCAR_CESM2_r8i1p1f1_historical,NCAR_CESM2_r9i1p1f1_historical,CCCma_CanESM5_r10i1p1f1_hist-GHG,CCCma_CanESM5_r1i1p1f1_hist-GHG,CCCma_CanESM5_r2i1p1f1_hist-GHG,CCCma_CanESM5_r3i1p1f1_hist-GHG,CCCma_CanESM5_r4i1p1f1_hist-GHG,CCCma_CanESM5_r5i1p1f1_hist-GHG,CCCma_CanESM5_r6i1p1f1_hist-GHG,CCCma_CanESM5_r7i1p1f1_hist-GHG,CCCma_CanESM5_r8i1p1f1_hist-GHG,CCCma_CanESM5_r9i1p1f1_hist-GHG,CCCma_CanESM5_r10i1p1f1_hist-aer,CCCma_CanESM5_r1i1p1f1_hist-aer,CCCma_CanESM5_r2i1p1f1_hist-aer,CCCma_CanESM5_r3i1p1f1_hist-aer,CCCma_CanESM5_r4i1p1f1_hist-aer,CCCma_CanESM5_r5i1p1f1_hist-aer,CCCma_CanESM5_r6i1p1f1_hist-aer,CCCma_CanESM5_r7i1p1f1_hist-aer,CCCma_CanESM5_r8i1p1f1_hist-aer,CCCma_CanESM5_r9i1p1f1_hist-aer,CCCma_CanESM5_r10i1p1f1_hist-nat,CCCma_CanESM5_r1i1p1f1_hist-nat,CCCma_CanESM5_r2i1p1f1_hist-nat,CCCma_CanESM5_r3i1p1f1_hist-nat,CCCma_CanESM5_r4i1p1f1_hist-nat,CCCma_CanESM5_r5i1p1f1_hist-nat,CCCma_CanESM5_r6i1p1f1_hist-nat,CCCma_CanESM5_r7i1p1f1_hist-nat,CCCma_CanESM5_r8i1p1f1_hist-nat,CCCma_CanESM5_r9i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-nat,CCCma_CanESM5-CanOE_r1i1p2f1_ssp585,CCCma_CanESM5-CanOE_r2i1p2f1_ssp585,CCCma_CanESM5-CanOE_r3i1p2f1_ssp585,CCCma_CanESM5_r10i1p1f1_ssp245,CCCma_CanESM5_r10i1p2f1_ssp245,CCCma_CanESM5_r1i1p2f1_ssp245
1877,,,,,,,498.61636,3930.4084,1576.3613,438.84207,2398.6174,4203.455,6492.4,8798.207,4999.8105,6645.8394,3776.9082,6077.1016,2571.7776,1211.2526,10051.638,5000.707,8427.628,2291.5525,794.2864,7119.4004,8853.371,9913.548,4443.8315,4713.248,7355.022,5582.9565,4833.597,377.70728,5590.66,6295.1626,4276.2993,5883.221,4403.194,5772.8228,7637.645,3890.4153,5449.7417,-22576.26,-18181.967,-15700.1455,-20058.541,-21464.945,-17480.146,8505.516,17441.635,9534.759,19483.049,14997.836,12250.581,16564.37,14371.386,18807.535,14364.641,17392.318,11614.523,13427.659,15837.426,16702.54,13270.1045,15950.233,14891.974,13703.163,15075.892,12348.948,11110.253,11300.437,13597.57,14969.116,14570.12,12732.9375,19050.518,15196.269,20499.846,14310.296,42846.203,14457.906,11533.211,39501.08,-1441.0543,59105.375,5404.102,38381.723,3976.761,5858.5586,4187.377,2144.4966,7315.0483,2476.3691,1749.7545,3810.659,9426.878,8720.181,5030.931,4825.123,6601.061,1914.8737,4563.6245,2289.4553,5755.4673,7189.678,8273.649,7004.0938,8255.979,3905.1042,7234.6465,2390.385,-2194.4282,35.623535,-1017.4749,675.98267,-1222.7158,415.69388,-1470.034,-891.67725,-3190.842,-2071.734,-1398.2904,-3830.0676,-648.7618,-1276.9521,4246.8433,-365.29752,4047.7576,-416.0748,-4558.222,-218.72737,16665.91,15651.883,15746.288,15585.445,19483.37,10722.703,12073.578,17112.426,17342.914,10488.144,4119.0894,8650.302,7965.481,3973.7375,13402.321,8790.066,9561.862,11278.497,6663.408,7880.5503,12343.667,8883.911,8648.219,8801.647,9861.973,13477.1455,7553.1226,,,,,,
1878,,,,,,,-1351.3553,3355.0576,2140.9202,3703.2363,-1681.081,8507.71,5424.5083,5496.7446,6133.304,7869.689,6686.853,5729.354,3989.3855,2165.6108,9001.005,9025.32,9615.73,5763.3853,4212.7114,8282.072,8388.096,10682.302,6110.7534,102.54785,5082.153,5537.655,1265.5758,6874.0938,6425.6196,5549.115,2016.2916,8529.676,4116.8726,7596.053,5579.2563,1934.1183,6236.8257,-22313.14,-22841.5,-15987.707,-13925.599,-22436.834,-12244.04,14908.828,21522.836,15792.841,16501.01,15008.133,14297.328,18035.352,9107.442,18177.398,17078.906,20684.959,15717.044,12074.505,12511.372,15804.448,12868.691,14751.008,12340.153,13430.567,15597.461,15247.692,11750.164,17682.805,14511.612,17554.756,18226.023,11788.122,20309.58,23802.008,16047.18,14630.435,43610.17,16031.425,12875.315,37003.61,-38762.973,10566.746,31902.055,30631.076,7933.807,5295.8555,6668.2305,682.53986,8300.0205,3017.7703,-2330.216,6621.4688,8539.687,14101.284,5379.065,518.36395,7536.144,-978.32837,6378.1606,45.04732,4762.8745,7121.1445,6949.7397,6239.432,8917.847,8715.882,6399.344,4933.2925,-4565.0947,-3166.2156,116.95736,1387.5225,-2821.1458,378.319,752.7858,-1398.5698,-5387.0596,-341.72766,-546.89545,1950.1041,-410.22208,-3655.4197,-874.75165,-2746.5354,4327.8896,-2641.013,-1202.7194,-3069.8525,16117.39,16562.959,18378.213,13931.012,20419.201,14549.911,12383.317,15677.028,14539.685,8350.097,5497.168,8291.012,9669.64,8817.071,12844.98,11156.276,9437.455,12464.476,1843.1724,4306.2915,9252.842,6614.361,1570.9635,9930.082,11357.52,10417.45,5467.137,,,,,,
1879,,,,,,,-134.26799,-843.7696,5852.0234,7604.683,2157.5283,10014.8,3684.1433,4867.9385,5379.3535,8422.283,9278.043,8503.159,5418.44,6896.193,6090.262,8389.536,6901.047,6866.254,4032.0608,8209.901,6593.545,7247.012,6785.686,3253.7458,6621.0312,6891.756,6122.867,8698.864,5801.692,7867.3984,4067.4207,13190.731,4842.681,6488.0444,5700.6133,6501.1426,4508.104,-24084.576,-20649.06,-13654.382,-14027.18,-22963.03,-12371.397,15730.636,15833.003,11877.845,15153.253,19409.072,16285.398,17059.41,14589.339,17654.1,17439.275,20249.393,20226.232,12297.539,15938.261,10778.601,11110.888,19444.322,15084.027,12695.411,13544.694,14718.538,13898.2,15317.177,17130.371,18184.652,16873.428,10598.359,24554.912,22885.38,15201.987,17145.129,46612.05,14058.762,13748.273,25380.252,-8002.984,19134.055,18697.824,26315.896,5966.8286,4781.315,10270.065,2160.4019,6265.9062,3867.6992,1711.3921,8668.781,6381.3696,13061.305,5444.335,402.8247,3307.0105,833.5905,3617.7383,1352.9052,2898.3743,4566.6294,4565.582,9819.474,6993.879,9178.454,7762.3086,6726.0474,-2665.054,-4855.376,-3109.9143,756.8509,-1667.1388,-908.78485,-1714.2902,402.31192,-1235.148,-218.34766,2976.7285,-1028.0942,2350.493,-430.71378,-910.6333,-2341.774,2046.3246,-1977.2826,-4415.8433,-2491.3862,16710.357,17244.244,18398.928,17616.803,17853.393,18902.025,9897.839,16156.782,22537.111,11571.138,5721.5923,11168.039,12374.75,6260.2993,10154.687,11143.956,11023.883,11148.685,3472.8867,5351.94,10341.936,3756.8542,4792.7114,7482.719,9045.907,7827.6587,5482.8555,,,,,,
1880,,,,,,,4894.643,927.2491,5299.468,9381.133,2645.2449,5448.1196,5510.734,3439.2314,554.4273,8826.893,6598.0503,7608.293,5261.338,10230.2,7279.303,9787.688,4081.8538,4021.3135,5382.187,6923.5054,4376.4106,8782.716,6797.795,7841.3477,6763.531,7991.5054,6640.7227,10140.975,10310.71,6354.6406,3794.6619,7318.8335,9214.14,5629.061,5310.2905,9670.722,8272.127,-17054.076,-19621.842,-15928.8955,-15100.696,-12436.874,-19879.857,15803.747,20030.898,13449.941,15578.132,15993.524,16817.773,17201.875,15343.422,17642.729,20072.963,19335.078,18766.264,10110.924,15493.835,15279.112,13351.71,12381.121,19957.467,16112.543,16514.783,11014.196,16532.922,15511.66,12971.09,15365.956,19583.98,15918.656,22583.25,17704.943,17224.795,14619.402,34779.73,13008.047,14350.218,16556.594,10718.763,41250.7,8254.161,30576.11,4390.2876,8476.185,8024.315,3509.532,5624.2827,13067.034,831.3115,8617.527,10365.757,8408.436,8300.602,1791.6554,4648.283,2242.1191,828.1028,4416.97,4604.2217,6327.563,5993.6196,10070.611,6191.639,6521.055,4091.9492,5733.7773,-948.1447,-4129.477,-2272.534,173.45296,1591.4214,1070.098,-1612.8297,-2100.8518,418.2994,524.0145,1995.6006,475.28848,-2893.7498,909.83746,-755.30597,-131.03133,1382.1913,-1066.2964,-4095.5938,825.4783,17205.084,15880.94,16292.492,14018.539,17230.436,20611.6,14172.157,16257.353,19288.654,4109.603,9833.728,9811.1455,12298.328,10065.205,11852.989,10288.864,7216.762,11657.224,2263.8303,6340.6333,6606.8984,5318.887,7364.9487,5763.3345,11395.141,9796.03,5913.236,,,,,,
1881,,,,,,,3029.387,3715.7666,5801.9204,4900.4277,6671.0063,5123.25,9435.044,1920.6783,6754.396,8507.14,5512.4976,4829.912,7604.2593,11451.328,6961.4204,8217.354,7363.998,9234.505,2768.073,8515.401,6990.273,11634.4375,9124.477,5233.355,8052.74,6786.1035,6830.4907,4081.5886,6377.822,6841.487,6899.8574,8282.66,6894.9927,9854.429,8251.987,10398.131,7814.4297,-17636.854,-16307.555,-22989.672,-18545.357,-10671.434,-20809.98,16650.006,19758.787,13403.648,12726.329,16171.153,18133.037,17811.705,14742.524,18256.53,14314.136,22392.998,19816.908,14072.273,15051.327,13054.124,17819.162,13785.216,16639.525,22956.26,12622.067,11631.815,19234.266,17929.717,15747.587,14580.707,17274.174,17756.996,23953.412,19781.34,20585.775,14450.724,42019.773,14691.37,15669.211,6066.191,-19047.549,14749.02,12759.849,16295.442,3713.4578,6922.1978,7479.5015,5460.214,3170.6873,5299.0967,4940.7495,10278.521,8148.3726,8101.52,8499.011,7627.4478,2803.0713,6779.5273,6321.265,6406.849,4734.4155,6495.49,3475.9395,13269.099,6817.888,5494.432,4564.1255,5131.518,-234.32227,-3742.1006,-1603.058,-808.55646,2236.5813,1753.1256,-3040.3938,-213.08113,-5346.1846,-792.2963,-1144.7067,2515.429,-3110.9133,872.06024,-210.57991,1855.9828,2425.42,-2287.557,-511.5786,-2511.1985,17225.732,18977.178,15373.171,14741.302,16448.275,13436.691,17510.61,12725.542,14563.727,9753.45,7629.793,9131.3,11677.695,10029.546,15282.28,10597.679,9099.595,14459.727,6992.762,8136.608,8985.166,7194.989,8480.258,7938.109,6634.8477,5293.69,8767.581,,,,,,
1882,,,,,,,-3172.2283,9258.403,4527.9155,-2801.753,9943.894,3048.0378,7425.9937,3702.8074,8082.819,11525.409,7363.526,8544.375,8184.685,11246.512,8373.848,12201.038,11030.38,9285.796,4233.7476,12634.306,9081.696,8478.79,8682.571,4478.355,5602.6978,8360.233,8094.1714,3253.1152,11017.425,2927.9597,9650.0625,10671.452,6519.1797,9327.459,3577.76,8489.915,5747.694,-20940.773,-5599.4546,-22407.125,-13763.7295,-19153.002,-19639.604,14827.815,21915.834,14647.647,11729.199,22145.596,19481.908,17338.85,18687.469,15619.2295,15084.546,20490.432,21877.912,15506.727,15993.534,18963.686,15360.024,17101.293,11917.995,24529.844,15008.245,15036.147,16402.258,14156.629,12582.126,16221.34,18750.076,16990.977,20195.37,18824.162,13868.536,19783.393,55599.395,13931.8,13808.802,40619.598,12542.289,27357.266,-3724.1406,26556.865,5528.9272,11701.375,4883.1055,6411.5625,3299.3582,5645.939,-531.34424,8817.126,14604.851,8529.601,7205.5786,6933.8267,8342.572,2263.9492,6895.763,7836.47,8472.04,8659.531,1503.7062,14292.263,1503.2894,4814.43,6395.3774,4608.964,1561.286,1710.7369,-724.7617,1535.6002,-960.90717,855.2454,-1483.0428,-801.1357,-3708.7786,-78.45504,-492.22232,-859.5982,-3085.3809,-3829.4548,1169.4642,316.3324,3207.66,-2712.953,-464.17822,-1897.4733,16886.986,17957.71,21900.436,18266.107,12571.62,16386.799,13939.063,17029.232,14735.677,13122.2705,8123.774,7251.824,8374.236,10197.296,14516.454,9894.817,11127.058,15507.356,3710.9553,10733.438,8581.151,2258.0168,7457.799,10243.093,10517.354,9654.554,12923.402,,,,,,
1883,,,,,,,-3746.213,8207.402,5744.5103,555.48584,8031.6733,11496.206,10636.189,5834.154,3446.336,9347.302,8192.467,13055.067,8893.055,12725.905,4913.973,12676.386,12354.501,12738.278,3638.6199,12529.297,5402.006,9578.269,11502.47,11829.97,12459.659,12512.5,11642.394,5165.5684,12673.958,3698.2214,9640.555,8500.187,6874.715,12723.694,5703.9077,9433.441,7350.1016,-25001.951,-6474.7417,-14738.836,-14750.585,-13751.163,-28016.625,18513.756,20221.834,13696.776,17614.734,18283.193,15075.527,17965.035,19978.324,15863.118,17905.607,18993.912,20551.89,17037.709,15142.3955,16979.578,15604.069,16395.24,20223.377,24696.79,16923.0,13382.14,18541.701,13792.89,13437.817,17719.76,21904.438,15596.669,17887.229,19000.969,16234.448,17780.639,43181.19,16137.102,14213.531,24549.63,26797.016,46402.48,10873.437,36008.777,7089.6313,10823.694,5696.6987,5646.7515,3783.14,4899.8804,1470.5068,5765.9272,13197.742,5075.641,4350.5703,7632.8516,7798.722,2894.8535,4830.175,6286.9897,7183.7905,4465.1523,10286.869,7677.3477,7940.9517,3249.457,11530.538,4432.1724,1027.875,2406.0413,-4247.2847,522.86554,-1526.4503,2893.8105,-1708.6019,-955.7739,-764.01495,-1334.1373,899.9248,-1279.2333,-5487.0996,-153.21973,2146.1355,1871.1586,4787.0063,-3130.2253,-3040.4324,-3965.8564,16375.383,13627.624,23711.818,17753.596,12173.004,14633.113,18014.896,12805.872,14930.844,6111.6587,12224.513,6766.42,9167.228,9552.957,9598.222,11743.133,9023.3545,13956.769,4307.775,9648.972,6417.025,6438.082,9263.152,9697.056,10524.733,7185.303,8439.579,,,,,,
1884,,,,,,,9767.248,17991.516,10881.452,8897.931,14301.992,18388.898,17604.484,14388.078,12617.36,15018.175,17649.502,20844.408,13623.551,22326.93,15893.02,18606.912,19157.541,19531.883,17664.791,17089.432,13520.142,15302.423,22252.117,22365.268,16872.947,17135.508,20510.318,10317.184,21125.69,19585.791,19697.38,19563.695,15017.285,20092.982,20413.107,15608.7295,15213.016,-25304.883,-2704.5112,-17284.191,-13505.196,-13716.108,-12777.464,22142.014,20831.15,20261.041,22686.564,28108.19,21989.373,20396.096,27431.99,25441.834,24370.568,22164.086,19849.953,21372.533,21511.195,21271.826,21893.0,16663.885,26230.953,26545.201,17394.283,18843.998,20596.842,19326.615,23104.557,23065.812,23671.744,20031.404,22703.71,25137.365,23485.037,24767.803,72312.56,22810.068,21257.047,54927.062,62815.504,72035.98,68310.87,57129.082,19287.574,11802.211,7619.2656,10438.464,9358.668,15229.317,11315.608,10060.499,16235.208,8288.483,17350.67,8886.895,11587.582,8556.431,6259.639,11109.511,8910.917,4110.721,10519.497,12848.583,11791.106,5254.523,10791.085,5442.104,-1827.9415,1419.6566,-4149.108,1636.539,-3884.6165,1307.1013,4907.4097,1005.9231,-1569.7725,-2886.4001,12031.431,7885.578,7741.672,9535.356,6487.7227,10387.98,8232.046,6299.1094,5577.979,3489.589,16013.613,12928.327,20024.979,15159.6455,13533.499,18214.826,17085.041,16602.133,10615.649,7385.098,10508.249,2269.4473,10875.952,9806.322,6206.0664,15643.606,11190.04,12457.942,14053.219,20048.705,15031.427,14263.013,16666.846,17860.95,12396.344,12551.776,11987.609,,,,,,
1885,,,,,,,10027.255,6516.2163,4436.3735,5233.613,11120.332,14360.974,14203.304,12742.191,9797.457,12160.177,11910.622,16183.012,11914.828,18072.576,12233.235,14430.793,13695.645,14676.083,14708.917,11034.089,10377.783,13021.925,16058.667,13896.542,11380.789,14363.46,13978.042,7238.054,13377.876,17650.97,14984.038,16931.95,11734.442,12783.125,11654.941,12634.62,9602.404,-26620.094,-19985.494,-19650.035,-10782.954,-17412.826,-23863.986,18852.596,17286.912,16050.418,13622.247,24766.062,22721.96,19998.938,21889.758,22029.361,20573.297,16423.375,21387.934,20777.15,18221.225,16508.588,20747.58,16266.552,21596.627,23384.072,15336.605,18492.412,19224.232,15491.382,19363.34,15705.642,21539.607,20133.771,17545.326,18580.568,20716.025,21345.389,70928.17,17575.246,19428.63,26163.979,38656.79,45813.953,50502.31,54829.22,11365.026,9421.54,12704.847,10305.001,11380.43,8908.787,9530.007,10237.757,17327.969,6506.018,13691.198,13458.922,12039.633,6432.4155,12122.808,10937.499,13361.208,8115.6733,9123.357,7660.533,7808.9634,8503.771,7845.5854,6095.4663,-2313.5925,4014.4187,-2949.8718,4592.6157,-1978.536,4006.1445,2342.1953,4060.093,-2398.287,990.82446,5305.529,4284.6074,-187.64563,4596.059,2291.8713,5208.587,1721.7086,3583.8694,-3264.1917,4880.549,16535.188,16591.057,15057.892,20600.867,14100.19,19926.451,15563.055,15961.16,16459.428,10745.663,10623.607,5309.307,12335.187,7945.0728,6564.3257,8281.676,9570.194,7464.139,10386.741,13596.417,14984.688,9448.071,11116.426,9546.099,7125.086,9663.53,8779.735,,,,,,
1886,,,,,,,8011.6562,3486.6614,451.06775,5283.14,8966.667,10445.933,12922.551,8591.957,5576.5996,12298.696,8019.869,9926.798,7785.5625,13593.122,10548.036,10507.569,7087.1504,13737.3955,9213.1875,11590.882,10687.033,9146.586,14762.105,9063.974,7806.326,11676.339,7997.4917,6286.3716,6609.8477,12641.8545,9823.887,9403.77,7361.9565,10975.649,9054.144,10288.563,8973.921,-28418.635,-14899.677,-22063.514,-19180.365,-12999.481,-15525.692,19218.396,13871.005,19858.646,16578.123,23592.885,21316.584,16234.273,19730.664,19853.277,12867.5,15888.425,20501.244,18122.635,15913.086,16834.996,17264.385,17293.736,18357.164,21844.508,13813.211,15806.758,16828.166,14384.339,15419.187,17353.963,16793.576,21574.758,16208.489,17263.443,19072.418,14192.597,69201.39,16018.981,15178.011,34652.934,22527.094,48482.66,39821.17,51875.312,10455.843,4718.406,11062.737,9013.099,9836.485,6776.681,11980.091,9547.561,13503.573,1009.3088,11638.005,3039.8098,10231.228,8333.517,9515.215,9092.535,11427.927,11706.989,7039.643,9071.67,8073.1523,11474.958,9674.798,8769.171,-1913.484,360.66785,-3097.9883,-771.3106,-1392.1996,-967.5215,5952.263,3205.95,-764.9544,-1253.8541,-1436.4199,1444.1635,-130.04248,2572.2864,-5971.7856,2743.9756,-1561.6605,-91.53898,-1732.9526,-759.51385,17625.695,13813.575,19022.15,17839.062,15785.793,20472.094,14636.214,17996.975,16629.12,7257.2954,9917.073,-889.8994,7542.7856,10567.602,10877.401,6456.5215,9609.351,10396.625,11177.944,9650.341,10619.153,14019.179,10571.017,9881.726,7498.7266,3903.5183,10472.505,,,,,,
1887,,,,,,,6451.8926,2060.0657,1386.3145,1847.7168,2190.4304,8103.6587,10062.8545,5707.151,7486.266,13849.992,6956.9805,8324.946,9882.236,11961.087,6229.389,7478.649,10422.314,10011.501,8255.972,9215.267,6276.0083,4522.5264,8933.794,7119.863,7183.9355,13862.199,6737.475,7291.3813,7650.383,11987.792,9357.787,6802.594,7234.1367,13482.323,8903.185,8778.81,10927.683,-30889.057,-8757.975,-23074.975,-16729.84,-16343.55,-18190.32,23090.727,15453.995,22000.12,19864.424,18617.48,24758.023,17423.705,22471.07,19655.225,16289.2705,13389.56,20046.29,17486.229,14820.927,15288.042,20477.271,17270.285,23663.479,20446.37,15294.059,16216.624,16491.006,12475.711,18505.014,17274.924,17420.787,17928.787,17721.658,19139.97,21877.986,14938.414,70512.1,18763.17,17452.654,31675.38,8952.388,34174.137,26736.182,53269.84,8327.5205,4233.9146,8203.018,7075.502,7481.9883,8265.005,5597.424,8512.771,13108.82,4805.1016,10614.591,5274.621,11472.847,7041.7065,9979.2705,13183.066,11156.726,9150.432,11856.841,11094.509,8951.971,10221.38,10083.347,9896.3545,2054.5583,-2065.6052,-2224.1545,-940.43524,-3939.8098,-2083.457,3971.2195,4189.0815,-3563.6865,-337.37537,1167.233,2360.5022,-2728.3552,2266.5273,-4877.5957,2332.9583,-3946.1672,-1965.103,-3127.051,-566.3993,19918.463,15519.042,16184.9795,20777.248,13423.06,21095.82,18140.564,19245.63,16043.54,9316.919,8176.519,8180.3633,10969.332,8331.43,11515.61,8987.622,12744.328,8071.373,10109.884,4341.1284,10707.903,11239.103,12975.366,8473.722,6312.285,10341.231,13794.144,,,,,,
